SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area;geo_point_2d
Distribution;SMALL;OPEN;0.0;W;10.4;N;"{""coordinates"": [-123.09873552416039, 49.23298189602199], ""type"": ""Point""}";Sunset;49.23298189602199, -123.09873552416039
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""coordinates"": [-123.11099922005579, 49.23056761778863], ""type"": ""Point""}";Oakridge;49.23056761778863, -123.11099922005579
Distribution;SMALL;OPEN;0.0;E;6.8;S;"{""coordinates"": [-123.19338292965627, 49.25750754066113], ""type"": ""Point""}";Dunbar-Southlands;49.25750754066113, -123.19338292965627
Distribution;SMALL;OPEN;0.0;E;7.0;S;"{""coordinates"": [-123.1107238664103, 49.230555774420424], ""type"": ""Point""}";Oakridge;49.230555774420424, -123.1107238664103
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""coordinates"": [-123.10590921673135, 49.23041283856386], ""type"": ""Point""}";Oakridge;49.23041283856386, -123.10590921673135
Distribution;SMALL;OPEN;5.5;W;0.0;N;"{""coordinates"": [-123.10566337661922, 49.23108089858203], ""type"": ""Point""}";Sunset;49.23108089858203, -123.10566337661922
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.10833565276552, 49.23132059372453], ""type"": ""Point""}";Oakridge;49.23132059372453, -123.10833565276552
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""coordinates"": [-123.10836938901842, 49.23047979337721], ""type"": ""Point""}";Oakridge;49.23047979337721, -123.10836938901842
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.10820879435703, 49.229624476838765], ""type"": ""Point""}";Oakridge;49.229624476838765, -123.10820879435703
Distribution;SMALL;OPEN;0.0;E;6.7;N;"{""coordinates"": [-123.10813366875601, 49.22950131213258], ""type"": ""Point""}";Oakridge;49.22950131213258, -123.10813366875601
Distribution;SMALL;OPEN;6.4;E;0.0;S;"{""coordinates"": [-123.10366576705789, 49.23085740426449], ""type"": ""Point""}";Sunset;49.23085740426449, -123.10366576705789
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""coordinates"": [-123.10370565750166, 49.230228617944356], ""type"": ""Point""}";Sunset;49.230228617944356, -123.10370565750166
Distribution;SMALL;OPEN;0.0;W;7.0;N;"{""coordinates"": [-123.10382683286734, 49.22939060973989], ""type"": ""Point""}";Sunset;49.22939060973989, -123.10382683286734
Distribution;SMALL;OPEN;0.0;W;4.0;N;"{""coordinates"": [-123.10170120746143, 49.22932146509103], ""type"": ""Point""}";Sunset;49.22932146509103, -123.10170120746143
Distribution;SMALL;OPEN;0.0;E;6.1;S;"{""coordinates"": [-123.10148996231224, 49.22474858509445], ""type"": ""Point""}";Sunset;49.22474858509445, -123.10148996231224
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.1081674801674, 49.228630998057724], ""type"": ""Point""}";Oakridge;49.228630998057724, -123.1081674801674
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.11095363847028, 49.228681355690014], ""type"": ""Point""}";Oakridge;49.228681355690014, -123.11095363847028
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""coordinates"": [-123.11076654321599, 49.228547074078946], ""type"": ""Point""}";Oakridge;49.228547074078946, -123.11076654321599
Distribution;SMALL;OPEN;0.0;E;4.9;S;"{""coordinates"": [-123.10820259416346, 49.22773504612365], ""type"": ""Point""}";Oakridge;49.22773504612365, -123.10820259416346
Distribution;SMALL;OPEN;0.6;W;6.4;N;"{""coordinates"": [-123.10176368144558, 49.22662965001733], ""type"": ""Point""}";Sunset;49.22662965001733, -123.10176368144558
Distribution;SMALL;OPEN;0.0;E;1.5;N;"{""coordinates"": [-123.11062292932435, 49.22636228036656], ""type"": ""Point""}";Oakridge;49.22636228036656, -123.11062292932435
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""coordinates"": [-123.11072403260147, 49.226739534834486], ""type"": ""Point""}";Oakridge;49.226739534834486, -123.11072403260147
Distribution;SMALL;OPEN;6.7;W;0.9;N;"{""coordinates"": [-123.11072856330432, 49.226929330556075], ""type"": ""Point""}";Oakridge;49.226929330556075, -123.11072856330432
Distribution;SMALL;OPEN;0.9;E;7.0;S;"{""coordinates"": [-123.10850135896949, 49.22681679931238], ""type"": ""Point""}";Oakridge;49.22681679931238, -123.10850135896949
Distribution;SMALL;OPEN;0.0;E;7.0;S;"{""coordinates"": [-123.10823834842354, 49.22681210764817], ""type"": ""Point""}";Oakridge;49.22681210764817, -123.10823834842354
Distribution;SMALL;OPEN;4.9;W;0.0;N;"{""coordinates"": [-123.1058438418389, 49.22683415200119], ""type"": ""Point""}";Sunset;49.22683415200119, -123.1058438418389
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""coordinates"": [-123.10585993686566, 49.226653341448944], ""type"": ""Point""}";Sunset;49.226653341448944, -123.10585993686566
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.11093236992288, 49.227776470795575], ""type"": ""Point""}";Oakridge;49.227776470795575, -123.11093236992288
Distribution;SMALL;OPEN;0.0;E;7.0;S;"{""coordinates"": [-123.10588282870917, 49.223881456250176], ""type"": ""Point""}";Sunset;49.223881456250176, -123.10588282870917
Distribution;SMALL;OPEN;0.0;W;1.5;N;"{""coordinates"": [-123.10388135254334, 49.226628358766256], ""type"": ""Point""}";Sunset;49.226628358766256, -123.10388135254334
Distribution;SMALL;OPEN;1.5;W;0.3;N;"{""coordinates"": [-123.10356896528002, 49.227515833060906], ""type"": ""Point""}";Sunset;49.227515833060906, -123.10356896528002
Distribution;SMALL;OPEN;0.0;W;2.4;S;"{""coordinates"": [-123.12702759201868, 49.221589319451546], ""type"": ""Point""}";Oakridge;49.221589319451546, -123.12702759201868
Distribution;SMALL;OPEN;2.1;W;0.0;S;"{""coordinates"": [-123.12827797544368, 49.223821778308334], ""type"": ""Point""}";Oakridge;49.223821778308334, -123.12827797544368
Distribution;SMALL;OPEN;2.1;W;0.0;N;"{""coordinates"": [-123.12834977128301, 49.221630459542276], ""type"": ""Point""}";Oakridge;49.221630459542276, -123.12834977128301
Distribution;SMALL;OPEN;2.1;W;0.0;S;"{""coordinates"": [-123.12835615575818, 49.22144964746417], ""type"": ""Point""}";Oakridge;49.22144964746417, -123.12835615575818
Distribution;SMALL;OPEN;0.0;W;6.7;N;"{""coordinates"": [-123.10375900091123, 49.23544689680668], ""type"": ""Point""}";Riley Park;49.23544689680668, -123.10375900091123
Distribution;SMALL;OPEN;0.0;W;2.1;S;"{""coordinates"": [-123.10119878712297, 49.24953778980135], ""type"": ""Point""}";Riley Park;49.24953778980135, -123.10119878712297
Distribution;SMALL;OPEN;7.6;W;7.9;N;"{""coordinates"": [-123.1009459189802, 49.24951867128143], ""type"": ""Point""}";Riley Park;49.24951867128143, -123.1009459189802
Distribution;SMALL;OPEN;3.0;E;0.0;S;"{""coordinates"": [-123.09853090093208, 49.25647532229822], ""type"": ""Point""}";Riley Park;49.25647532229822, -123.09853090093208
Distribution;SMALL;OPEN;3.0;E;0.0;N;"{""coordinates"": [-123.09852438949672, 49.25665613170636], ""type"": ""Point""}";Mount Pleasant;49.25665613170636, -123.09852438949672
Distribution;SMALL;OPEN;6.7;W;0.0;N;"{""coordinates"": [-123.09372403453641, 49.25658064378153], ""type"": ""Point""}";Mount Pleasant;49.25658064378153, -123.09372403453641
Distribution;SMALL;OPEN;1.2;W;2.1;N;"{""coordinates"": [-123.1015502651443, 49.26727080804069], ""type"": ""Point""}";Mount Pleasant;49.26727080804069, -123.1015502651443
Distribution;SMALL;OPEN;6.4;W;0.0;N;"{""coordinates"": [-123.10467220872319, 49.26747530738955], ""type"": ""Point""}";Mount Pleasant;49.26747530738955, -123.10467220872319
Distribution;SMALL;OPEN;0.0;E;6.0;N;"{""coordinates"": [-123.12435478241008, 49.254347672818156], ""type"": ""Point""}";South Cambie;49.254347672818156, -123.12435478241008
Distribution;SMALL;OPEN;0.3;E;4.9;N;"{""coordinates"": [-123.12431813624893, 49.255241162542845], ""type"": ""Point""}";South Cambie;49.255241162542845, -123.12431813624893
Distribution;SMALL;OPEN;0.0;W;4.9;N;"{""coordinates"": [-123.12223473837982, 49.25519806761171], ""type"": ""Point""}";South Cambie;49.25519806761171, -123.12223473837982
Distribution;SMALL;OPEN;2.1;W;0.0;N;"{""coordinates"": [-123.11258361024433, 49.214374579425915], ""type"": ""Point""}";Marpole;49.214374579425915, -123.11258361024433
Distribution;SMALL;OPEN;2.1;W;0.3;S;"{""coordinates"": [-123.11249328536627, 49.21679377744812], ""type"": ""Point""}";Marpole;49.21679377744812, -123.11249328536627
Distribution;SMALL;OPEN;6.7;W;6.4;S;"{""coordinates"": [-123.11612033364973, 49.2298411458519], ""type"": ""Point""}";Oakridge;49.2298411458519, -123.11612033364973
Distribution;SMALL;OPEN;0.0;E;6.4;S;"{""coordinates"": [-123.11782598012631, 49.22990005579109], ""type"": ""Point""}";Oakridge;49.22990005579109, -123.11782598012631
Distribution;SMALL;OPEN;;;84.0;S;"{""coordinates"": [-123.1180828083298, 49.22902662366849], ""type"": ""Point""}";Oakridge;49.22902662366849, -123.1180828083298
Distribution;SMALL;OPEN;0.0;W;4.9;N;"{""coordinates"": [-123.11615076354148, 49.25598161204905], ""type"": ""Point""}";South Cambie;49.25598161204905, -123.11615076354148
Distribution;SMALL;OPEN;0.0;W;4.9;N;"{""coordinates"": [-123.1202544229164, 49.25605922518783], ""type"": ""Point""}";South Cambie;49.25605922518783, -123.1202544229164
Distribution;SMALL;OPEN;8.2;E;0.0;S;"{""coordinates"": [-123.11519455697889, 49.256966475276435], ""type"": ""Point""}";Fairview;49.256966475276435, -123.11519455697889
Distribution;SMALL;OPEN;0.0;W;6.1;S;"{""coordinates"": [-123.11530844474314, 49.256949360709946], ""type"": ""Point""}";Fairview;49.256949360709946, -123.11530844474314
Distribution;SMALL;OPEN;3.0;W;4.9;N;"{""coordinates"": [-123.11454671551901, 49.26660711417218], ""type"": ""Point""}";Mount Pleasant;49.26660711417218, -123.11454671551901
Distribution;SMALL;OPEN;5.2;W;0.0;N;"{""coordinates"": [-123.1241662607576, 49.27387327456149], ""type"": ""Point""}";Downtown;49.27387327456149, -123.1241662607576
Distribution;SMALL;OPEN;0.0;E;5.8;N;"{""coordinates"": [-123.12437785171362, 49.27383094950023], ""type"": ""Point""}";Downtown;49.27383094950023, -123.12437785171362
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.1242530969158, 49.273750216956195], ""type"": ""Point""}";Downtown;49.273750216956195, -123.1242530969158
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""coordinates"": [-123.12492680262172, 49.274114398425674], ""type"": ""Point""}";Downtown;49.274114398425674, -123.12492680262172
Distribution;SMALL;OPEN;0.6;E;7.9;S;"{""coordinates"": [-123.12504924883213, 49.28199841004678], ""type"": ""Point""}";West End;49.28199841004678, -123.12504924883213
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""coordinates"": [-123.12294770751792, 49.28580163037303], ""type"": ""Point""}";Downtown;49.28580163037303, -123.12294770751792
Distribution;SMALL;OPEN;4.9;E;1.8;N;"{""coordinates"": [-123.11052864787224, 49.28247711100679], ""type"": ""Point""}";Downtown;49.28247711100679, -123.11052864787224
Distribution;SMALL;OPEN;5.2;W;0.0;S;"{""coordinates"": [-123.11194374934034, 49.28521946590507], ""type"": ""Point""}";Downtown;49.28521946590507, -123.11194374934034
Distribution;SMALL;OPEN;4.3;W;9.1;S;"{""coordinates"": [-123.13968612541291, 49.238068037551756], ""type"": ""Point""}";Shaughnessy;49.238068037551756, -123.13968612541291
Distribution;SMALL;OPEN;15.8;E;5.2;S;"{""coordinates"": [-123.196501172686, 49.24056646602852], ""type"": ""Point""}";Dunbar-Southlands;49.24056646602852, -123.196501172686
Distribution;SMALL;OPEN;6.7;E;6.4;N;"{""coordinates"": [-123.11494585265548, 49.28593408146237], ""type"": ""Point""}";Downtown;49.28593408146237, -123.11494585265548
Distribution;SMALL;OPEN;1.8;E;7.6;N;"{""coordinates"": [-123.17283618989127, 49.22336550095597], ""type"": ""Point""}";Kerrisdale;49.22336550095597, -123.17283618989127
Distribution;SMALL;OPEN;7.3;W;0.0;S;"{""coordinates"": [-123.17303111762487, 49.221302934565344], ""type"": ""Point""}";Kerrisdale;49.221302934565344, -123.17303111762487
Distribution;SMALL;OPEN;7.3;W;0.0;S;"{""coordinates"": [-123.17599302687383, 49.22333299309738], ""type"": ""Point""}";Kerrisdale;49.22333299309738, -123.17599302687383
Distribution;SMALL;OPEN;0.0;W;7.9;S;"{""coordinates"": [-123.17320289644759, 49.221415199032414], ""type"": ""Point""}";Kerrisdale;49.221415199032414, -123.17320289644759
Distribution;SMALL;OPEN;0.0;W;10.7;S;"{""coordinates"": [-123.17326876777304, 49.21940240694769], ""type"": ""Point""}";Kerrisdale;49.21940240694769, -123.17326876777304
Distribution;SMALL;OPEN;0.3;E;7.9;S;"{""coordinates"": [-123.17771677464015, 49.22146985241264], ""type"": ""Point""}";Kerrisdale;49.22146985241264, -123.17771677464015
Distribution;SMALL;OPEN;159.4;E;8.2;S;"{""coordinates"": [-123.17088426063509, 49.21687550565497], ""type"": ""Point""}";Kerrisdale;49.21687550565497, -123.17088426063509
Distribution;SMALL;OPEN;99.1;W;8.2;S;"{""coordinates"": [-123.17470999361075, 49.21690914599764], ""type"": ""Point""}";Kerrisdale;49.21690914599764, -123.17470999361075
Distribution;SMALL;OPEN;6.7;E;40.2;S;"{""coordinates"": [-123.14075667123282, 49.285935783737166], ""type"": ""Point""}";West End;49.285935783737166, -123.14075667123282
Distribution;SMALL;OPEN;7.3;E;6.7;S;"{""coordinates"": [-123.14129584529806, 49.285571459859426], ""type"": ""Point""}";West End;49.285571459859426, -123.14129584529806
Distribution;SMALL;OPEN;0.0;W;7.6;S;"{""coordinates"": [-123.17616578784866, 49.223447239582995], ""type"": ""Point""}";Kerrisdale;49.223447239582995, -123.17616578784866
Distribution;SMALL;OPEN;6.1;W;6.7;S;"{""coordinates"": [-123.13906086184065, 49.291083586149966], ""type"": ""Point""}";West End;49.291083586149966, -123.13906086184065
Distribution;SMALL;OPEN;0.3;W;2.7;N;"{""coordinates"": [-123.14851373675101, 49.2571231338293], ""type"": ""Point""}";Shaughnessy;49.2571231338293, -123.14851373675101
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""coordinates"": [-123.12450716201617, 49.250744570626075], ""type"": ""Point""}";South Cambie;49.250744570626075, -123.12450716201617
Distribution;SMALL;OPEN;13.4;E;0.0;N;"{""coordinates"": [-123.1297952573358, 49.250782233664545], ""type"": ""Point""}";Shaughnessy;49.250782233664545, -123.1297952573358
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""coordinates"": [-123.12728615446707, 49.25343908438315], ""type"": ""Point""}";South Cambie;49.25343908438315, -123.12728615446707
Distribution;SMALL;OPEN;0.0;E;8.2;N;"{""coordinates"": [-123.12720734030556, 49.253512032491955], ""type"": ""Point""}";South Cambie;49.253512032491955, -123.12720734030556
Distribution;SMALL;OPEN;5.2;W;0.0;N;"{""coordinates"": [-123.12738675816685, 49.25090771722615], ""type"": ""Point""}";South Cambie;49.25090771722615, -123.12738675816685
Distribution;SMALL;OPEN;5.2;W;0.0;N;"{""coordinates"": [-123.12734926193585, 49.251811778789936], ""type"": ""Point""}";South Cambie;49.251811778789936, -123.12734926193585
Distribution;SMALL;OPEN;13.4;E;0.0;N;"{""coordinates"": [-123.1299224326275, 49.25209720177664], ""type"": ""Point""}";Shaughnessy;49.25209720177664, -123.1299224326275
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.13208567064864, 49.25068876800934], ""type"": ""Point""}";Shaughnessy;49.25068876800934, -123.13208567064864
Distribution;SMALL;OPEN;7.3;W;0.0;N;"{""coordinates"": [-123.13190462504853, 49.250814917030205], ""type"": ""Point""}";Shaughnessy;49.250814917030205, -123.13190462504853
Distribution;SMALL;OPEN;0.6;E;7.3;S;"{""coordinates"": [-123.133030877343, 49.25364530455156], ""type"": ""Point""}";Shaughnessy;49.25364530455156, -123.133030877343
Distribution;SMALL;OPEN;6.4;E;5.0;N;"{""coordinates"": [-123.12035033572346, 49.25153873843144], ""type"": ""Point""}";South Cambie;49.25153873843144, -123.12035033572346
Distribution;SMALL;OPEN;0.6;E;7.9;N;"{""coordinates"": [-123.12013573951529, 49.25156189960081], ""type"": ""Point""}";South Cambie;49.25156189960081, -123.12013573951529
Distribution;SMALL;OPEN;0.0;W;7.3;N;"{""coordinates"": [-123.11850830014495, 49.2506241729661], ""type"": ""Point""}";South Cambie;49.2506241729661, -123.11850830014495
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""coordinates"": [-123.12017706779646, 49.25065389647946], ""type"": ""Point""}";South Cambie;49.25065389647946, -123.12017706779646
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""coordinates"": [-123.12218933855613, 49.2542479504817], ""type"": ""Point""}";South Cambie;49.2542479504817, -123.12218933855613
Distribution;SMALL;OPEN;0.3;W;5.2;N;"{""coordinates"": [-123.12199500845789, 49.25429088314238], ""type"": ""Point""}";South Cambie;49.25429088314238, -123.12199500845789
Distribution;SMALL;OPEN;0.0;E;6.1;N;"{""coordinates"": [-123.12011196483165, 49.25245019377025], ""type"": ""Point""}";South Cambie;49.25245019377025, -123.12011196483165
Distribution;SMALL;OPEN;0.3;E;6.7;N;"{""coordinates"": [-123.12242211543052, 49.250086054395666], ""type"": ""Point""}";South Cambie;49.250086054395666, -123.12242211543052
Distribution;SMALL;OPEN;6.7;E;0.0;N;"{""coordinates"": [-123.12232967191953, 49.2502048893218], ""type"": ""Point""}";South Cambie;49.2502048893218, -123.12232967191953
Distribution;SMALL;OPEN;5.8;E;2.1;N;"{""coordinates"": [-123.12238024110711, 49.249272039574294], ""type"": ""Point""}";South Cambie;49.249272039574294, -123.12238024110711
Distribution;SMALL;OPEN;8.8;E;15.8;N;"{""coordinates"": [-123.12038600394432, 49.249073145411224], ""type"": ""Point""}";South Cambie;49.249073145411224, -123.12038600394432
Distribution;SMALL;OPEN;6.1;E;1.5;S;"{""coordinates"": [-123.12238904979436, 49.24895001002571], ""type"": ""Point""}";South Cambie;49.24895001002571, -123.12238904979436
Distribution;SMALL;OPEN;0.3;W;6.7;S;"{""coordinates"": [-123.11244136040543, 49.25485083159997], ""type"": ""Point""}";Riley Park;49.25485083159997, -123.11244136040543
Distribution;SMALL;OPEN;0.0;W;6.7;S;"{""coordinates"": [-123.11271265348734, 49.254854561131026], ""type"": ""Point""}";Riley Park;49.254854561131026, -123.11271265348734
Distribution;SMALL;OPEN;0.0;W;6.1;S;"{""coordinates"": [-123.10992592450748, 49.25480286106971], ""type"": ""Point""}";Riley Park;49.25480286106971, -123.10992592450748
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""coordinates"": [-123.11283766659326, 49.25204526720372], ""type"": ""Point""}";Riley Park;49.25204526720372, -123.11283766659326
Distribution;SMALL;OPEN;0.0;W;8.5;S;"{""coordinates"": [-123.11001091297032, 49.25288278614462], ""type"": ""Point""}";Riley Park;49.25288278614462, -123.11001091297032
Distribution;SMALL;OPEN;0.9;W;14.0;N;"{""coordinates"": [-123.1101990609249, 49.24888117947134], ""type"": ""Point""}";Riley Park;49.24888117947134, -123.1101990609249
Distribution;SMALL;OPEN;0.6;E;6.7;N;"{""coordinates"": [-123.11811814153047, 49.25332123294288], ""type"": ""Point""}";South Cambie;49.25332123294288, -123.11811814153047
Distribution;SMALL;OPEN;4.3;E;1.8;S;"{""coordinates"": [-123.1160867626054, 49.25230644486481], ""type"": ""Point""}";South Cambie;49.25230644486481, -123.1160867626054
Distribution;SMALL;OPEN;6.1;W;0.0;S;"{""coordinates"": [-123.11611693251241, 49.25141904461549], ""type"": ""Point""}";South Cambie;49.25141904461549, -123.11611693251241
Distribution;SMALL;OPEN;0.0;W;5.2;N;"{""coordinates"": [-123.1163333843713, 49.2505651888989], ""type"": ""Point""}";South Cambie;49.2505651888989, -123.1163333843713
Distribution;SMALL;OPEN;1.5;W;0.0;S;"{""coordinates"": [-123.11604782789138, 49.24992417034467], ""type"": ""Point""}";South Cambie;49.24992417034467, -123.11604782789138
Distribution;SMALL;OPEN;4.6;W;0.0;N;"{""coordinates"": [-123.11508746507019, 49.25305585621195], ""type"": ""Point""}";Riley Park;49.25305585621195, -123.11508746507019
Distribution;SMALL;OPEN;0.0;W;6.7;S;"{""coordinates"": [-123.11539883737885, 49.253108608443625], ""type"": ""Point""}";South Cambie;49.253108608443625, -123.11539883737885
Distribution;SMALL;OPEN;7.9;W;0.0;N;"{""coordinates"": [-123.11001117474346, 49.2490428138989], ""type"": ""Point""}";Riley Park;49.2490428138989, -123.11001117474346
Distribution;SMALL;OPEN;7.9;W;0.0;S;"{""coordinates"": [-123.11510224790736, 49.248840282706766], ""type"": ""Point""}";Riley Park;49.248840282706766, -123.11510224790736
Distribution;SMALL;OPEN;7.9;E;1.8;S;"{""coordinates"": [-123.11572260573789, 49.248834706617316], ""type"": ""Point""}";South Cambie;49.248834706617316, -123.11572260573789
Distribution;SMALL;OPEN;0.9;W;0.0;N;"{""coordinates"": [-123.1160819822078, 49.24914826159939], ""type"": ""Point""}";South Cambie;49.24914826159939, -123.1160819822078
Distribution;SMALL;OPEN;0.0;W;6.1;N;"{""coordinates"": [-123.1478346632395, 49.27530100931608], ""type"": ""Point""}";Kitsilano;49.27530100931608, -123.1478346632395
Distribution;SMALL;OPEN;5.8;E;0.0;N;"{""coordinates"": [-123.18013544641332, 49.256553638766995], ""type"": ""Point""}";Dunbar-Southlands;49.256553638766995, -123.18013544641332
Distribution;SMALL;OPEN;0.0;E;1.8;S;"{""coordinates"": [-123.18167961355897, 49.257347288938234], ""type"": ""Point""}";Dunbar-Southlands;49.257347288938234, -123.18167961355897
Distribution;SMALL;OPEN;7.3;W;0.0;S;"{""coordinates"": [-123.18177890492402, 49.25721229440969], ""type"": ""Point""}";Dunbar-Southlands;49.25721229440969, -123.18177890492402
Distribution;SMALL;OPEN;1.8;E;6.4;S;"{""coordinates"": [-123.16632789079304, 49.27220949723612], ""type"": ""Point""}";Kitsilano;49.27220949723612, -123.16632789079304
Distribution;SMALL;OPEN;0.0;W;8.2;N;"{""coordinates"": [-123.16453004675957, 49.271867780114114], ""type"": ""Point""}";Kitsilano;49.271867780114114, -123.16453004675957
Distribution;SMALL;OPEN;7.0;E;0.3;N;"{""coordinates"": [-123.16442991603071, 49.271975873999885], ""type"": ""Point""}";Kitsilano;49.271975873999885, -123.16442991603071
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.13139878949548, 49.260765555393], ""type"": ""Point""}";Fairview;49.260765555393, -123.13139878949548
Distribution;SMALL;OPEN;3.5;W;0.0;S;"{""coordinates"": [-123.1264808891383, 49.262347013513335], ""type"": ""Point""}";Fairview;49.262347013513335, -123.1264808891383
Distribution;SMALL;OPEN;3.5;W;0.0;N;"{""coordinates"": [-123.12650894883089, 49.26160801733907], ""type"": ""Point""}";Fairview;49.26160801733907, -123.12650894883089
Distribution;SMALL;OPEN;2.4;W;6.7;S;"{""coordinates"": [-123.12189151698242, 49.25867174442314], ""type"": ""Point""}";Fairview;49.25867174442314, -123.12189151698242
Distribution;SMALL;OPEN;;;;;"{""coordinates"": [-123.1217855522829, 49.26121696157026], ""type"": ""Point""}";Fairview;49.26121696157026, -123.1217855522829
Distribution;SMALL;OPEN;63.7;W;11.9;S;"{""coordinates"": [-123.12283345799634, 49.26337561088766], ""type"": ""Point""}";Fairview;49.26337561088766, -123.12283345799634
Distribution;SMALL;OPEN;1.8;W;4.3;S;"{""coordinates"": [-123.12421697337591, 49.25965819248408], ""type"": ""Point""}";Fairview;49.25965819248408, -123.12421697337591
Distribution;SMALL;OPEN;0.3;E;6.7;S;"{""coordinates"": [-123.124498371999, 49.258712933405974], ""type"": ""Point""}";Fairview;49.258712933405974, -123.124498371999
Distribution;SMALL;OPEN;0.0;E;11.0;S;"{""coordinates"": [-123.13358702707048, 49.26355555489535], ""type"": ""Point""}";Fairview;49.26355555489535, -123.13358702707048
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.1289241915776, 49.26358029957335], ""type"": ""Point""}";Fairview;49.26358029957335, -123.1289241915776
Distribution;SMALL;OPEN;6.7;W;11.9;S;"{""coordinates"": [-123.12894040733745, 49.263473688272995], ""type"": ""Point""}";Fairview;49.263473688272995, -123.12894040733745
Distribution;SMALL;OPEN;0.6;W;4.6;S;"{""coordinates"": [-123.12930672183221, 49.25881058432217], ""type"": ""Point""}";Fairview;49.25881058432217, -123.12930672183221
Distribution;SMALL;OPEN;0.0;E;3.0;S;"{""coordinates"": [-123.12645490606741, 49.262500500215744], ""type"": ""Point""}";Fairview;49.262500500215744, -123.12645490606741
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""coordinates"": [-123.12692962373069, 49.25875028973307], ""type"": ""Point""}";Fairview;49.25875028973307, -123.12692962373069
Distribution;SMALL;OPEN;6.7;W;5.2;S;"{""coordinates"": [-123.12417871948254, 49.26244405938892], ""type"": ""Point""}";Fairview;49.26244405938892, -123.12417871948254
Distribution;SMALL;OPEN;4.9;W;5.2;S;"{""coordinates"": [-123.12415329146762, 49.262443636954906], ""type"": ""Point""}";Fairview;49.262443636954906, -123.12415329146762
Distribution;SMALL;OPEN;6.1;W;2.4;S;"{""coordinates"": [-123.13148127390576, 49.25868351045153], ""type"": ""Point""}";Fairview;49.25868351045153, -123.13148127390576
Distribution;SMALL;OPEN;0.3;W;4.0;S;"{""coordinates"": [-123.13167139865074, 49.2588541940194], ""type"": ""Point""}";Fairview;49.2588541940194, -123.13167139865074
Distribution;SMALL;OPEN;0.0;E;3.0;S;"{""coordinates"": [-123.12888228274569, 49.26254004153912], ""type"": ""Point""}";Fairview;49.26254004153912, -123.12888228274569
Distribution;SMALL;OPEN;7.3;W;0.0;N;"{""coordinates"": [-123.12901598723366, 49.26164891682365], ""type"": ""Point""}";Fairview;49.26164891682365, -123.12901598723366
Distribution;SMALL;OPEN;6.4;W;0.0;S;"{""coordinates"": [-123.12904597373488, 49.26050919009978], ""type"": ""Point""}";Fairview;49.26050919009978, -123.12904597373488
Distribution;SMALL;OPEN;0.0;E;5.2;S;"{""coordinates"": [-123.1314263161828, 49.257918080142105], ""type"": ""Point""}";Fairview;49.257918080142105, -123.1314263161828
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""coordinates"": [-123.12905685377409, 49.25787716034995], ""type"": ""Point""}";Fairview;49.25787716034995, -123.12905685377409
Distribution;SMALL;OPEN;6.1;W;0.6;N;"{""coordinates"": [-123.12431362361245, 49.25767418496921], ""type"": ""Point""}";Fairview;49.25767418496921, -123.12431362361245
Distribution;SMALL;OPEN;0.0;W;4.0;S;"{""coordinates"": [-123.13403676219978, 49.25889101710773], ""type"": ""Point""}";Fairview;49.25889101710773, -123.13403676219978
Distribution;SMALL;OPEN;6.4;W;0.0;N;"{""coordinates"": [-123.13381259990682, 49.259843429335234], ""type"": ""Point""}";Fairview;49.259843429335234, -123.13381259990682
Distribution;SMALL;OPEN;0.0;W;2.4;S;"{""coordinates"": [-123.13400150860919, 49.25982431145008], ""type"": ""Point""}";Fairview;49.25982431145008, -123.13400150860919
Distribution;SMALL;OPEN;5.8;W;7.9;S;"{""coordinates"": [-123.13373714440853, 49.26165290355069], ""type"": ""Point""}";Fairview;49.26165290355069, -123.13373714440853
