SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area;geo_point_2d
Distribution;SMALL;OPEN;0.0;W;6.7;N;"{""coordinates"": [-123.11292636072278, 49.265697971953045], ""type"": ""Point""}";Mount Pleasant;49.265697971953045, -123.11292636072278
Distribution;SMALL;OPEN;5.8;E;5.2;N;"{""coordinates"": [-123.11284729110824, 49.26568275736048], ""type"": ""Point""}";Mount Pleasant;49.26568275736048, -123.11284729110824
Distribution;SMALL;OPEN;4.9;W;0.0;N;"{""coordinates"": [-123.11277537431035, 49.26400524895491], ""type"": ""Point""}";Mount Pleasant;49.26400524895491, -123.11277537431035
Distribution;SMALL;OPEN;1.5;E;4.9;N;"{""coordinates"": [-123.11948225821843, 49.26660839440462], ""type"": ""Point""}";Fairview;49.26660839440462, -123.11948225821843
Distribution;SMALL;OPEN;0.0;W;7.3;N;"{""coordinates"": [-123.11757599040888, 49.26498582526794], ""type"": ""Point""}";Fairview;49.26498582526794, -123.11757599040888
Distribution;SMALL;OPEN;0.0;W;4.9;N;"{""coordinates"": [-123.11760828373627, 49.26412675931834], ""type"": ""Point""}";Fairview;49.26412675931834, -123.11760828373627
Distribution;SMALL;OPEN;2.4;W;5.8;N;"{""coordinates"": [-123.1149717823414, 49.26663178859965], ""type"": ""Point""}";Fairview;49.26663178859965, -123.1149717823414
Distribution;SMALL;OPEN;10.7;W;7.0;N;"{""coordinates"": [-123.11465014884489, 49.266636245989346], ""type"": ""Point""}";Mount Pleasant;49.266636245989346, -123.11465014884489
Distribution;SMALL;OPEN;15.2;E;4.6;N;"{""coordinates"": [-123.11945066437652, 49.26661697251321], ""type"": ""Point""}";Fairview;49.26661697251321, -123.11945066437652
Distribution;SMALL;OPEN;0.3;E;7.3;N;"{""coordinates"": [-123.10082580261876, 49.261078621744495], ""type"": ""Point""}";Mount Pleasant;49.261078621744495, -123.10082580261876
Distribution;SMALL;CLOSED;4.0;W;6.1;N;"{""coordinates"": [-123.10497061400491, 49.25933024622123], ""type"": ""Point""}";Mount Pleasant;49.25933024622123, -123.10497061400491
Distribution;SMALL;OPEN;6.7;W;0.0;N;"{""coordinates"": [-123.10504177717661, 49.258552995121896], ""type"": ""Point""}";Mount Pleasant;49.258552995121896, -123.10504177717661
Distribution;SMALL;OPEN;7.4;W;14.1;S;"{""coordinates"": [-123.10683598892847, 49.262077193893575], ""type"": ""Point""}";Mount Pleasant;49.262077193893575, -123.10683598892847
Distribution;SMALL;OPEN;0.3;E;4.9;N;"{""coordinates"": [-123.1032525979508, 49.25928863529909], ""type"": ""Point""}";Mount Pleasant;49.25928863529909, -123.1032525979508
Distribution;SMALL;OPEN;6.4;W;2.1;N;"{""coordinates"": [-123.10084449778755, 49.26280703471492], ""type"": ""Point""}";Mount Pleasant;49.26280703471492, -123.10084449778755
Distribution;SMALL;OPEN;6.4;W;0.0;N;"{""coordinates"": [-123.10087396774823, 49.26209998567515], ""type"": ""Point""}";Mount Pleasant;49.26209998567515, -123.10087396774823
Distribution;SMALL;OPEN;6.1;W;0.6;N;"{""coordinates"": [-123.10087772155097, 49.26192547535767], ""type"": ""Point""}";Mount Pleasant;49.26192547535767, -123.10087772155097
Distribution;SMALL;OPEN;8.2;W;4.9;N;"{""coordinates"": [-123.10502968966031, 49.259320297799825], ""type"": ""Point""}";Mount Pleasant;49.259320297799825, -123.10502968966031
Distribution;SMALL;OPEN;0.0;W;7.6;N;"{""coordinates"": [-123.10966990066308, 49.261225561871285], ""type"": ""Point""}";Mount Pleasant;49.261225561871285, -123.10966990066308
Distribution;SMALL;OPEN;5.8;W;0.0;S;"{""coordinates"": [-123.10954295509238, 49.25927288487465], ""type"": ""Point""}";Mount Pleasant;49.25927288487465, -123.10954295509238
Distribution;SMALL;OPEN;6.6;W;0.0;N;"{""coordinates"": [-123.1068551203793, 49.26130036794214], ""type"": ""Point""}";Mount Pleasant;49.26130036794214, -123.1068551203793
Distribution;SMALL;OPEN;2.1;E;4.9;N;"{""coordinates"": [-123.10476892745794, 49.26203034171573], ""type"": ""Point""}";Mount Pleasant;49.26203034171573, -123.10476892745794
Distribution;SMALL;OPEN;6.4;W;2.3;N;"{""coordinates"": [-123.10491825771292, 49.26130408595694], ""type"": ""Point""}";Mount Pleasant;49.26130408595694, -123.10491825771292
Distribution;SMALL;OPEN;0.6;E;4.9;N;"{""coordinates"": [-123.10962220369726, 49.262116627578486], ""type"": ""Point""}";Mount Pleasant;49.262116627578486, -123.10962220369726
Distribution;SMALL;OPEN;0.0;E;6.4;N;"{""coordinates"": [-123.11290386184574, 49.259385157006434], ""type"": ""Point""}";Mount Pleasant;49.259385157006434, -123.11290386184574
Distribution;SMALL;OPEN;0.0;E;4.9;N;"{""coordinates"": [-123.11293162869387, 49.25865253269993], ""type"": ""Point""}";Mount Pleasant;49.25865253269993, -123.11293162869387
Distribution;SMALL;OPEN;0.0;W;5.2;N;"{""coordinates"": [-123.11112451408981, 49.26214710744455], ""type"": ""Point""}";Mount Pleasant;49.26214710744455, -123.11112451408981
Distribution;SMALL;OPEN;0.0;W;5.5;N;"{""coordinates"": [-123.11123013292864, 49.259349963045544], ""type"": ""Point""}";Mount Pleasant;49.259349963045544, -123.11123013292864
Distribution;SMALL;OPEN;2.7;W;4.9;N;"{""coordinates"": [-123.11743153979249, 49.26224430520044], ""type"": ""Point""}";Fairview;49.26224430520044, -123.11743153979249
Distribution;SMALL;OPEN;0.0;E;6.1;S;"{""coordinates"": [-123.11286463059352, 49.260412484536374], ""type"": ""Point""}";Mount Pleasant;49.260412484536374, -123.11286463059352
Distribution;SMALL;OPEN;7.0;W;1.8;S;"{""coordinates"": [-123.11756883529175, 49.260307919607506], ""type"": ""Point""}";Fairview;49.260307919607506, -123.11756883529175
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""coordinates"": [-123.11762306214884, 49.25886549104032], ""type"": ""Point""}";Fairview;49.25886549104032, -123.11762306214884
Distribution;SMALL;OPEN;1.2;W;6.4;N;"{""coordinates"": [-123.10137812391238, 49.25836515555686], ""type"": ""Point""}";Mount Pleasant;49.25836515555686, -123.10137812391238
Distribution;SMALL;OPEN;7.3;W;0.0;S;"{""coordinates"": [-123.10104815723845, 49.258301137829235], ""type"": ""Point""}";Mount Pleasant;49.258301137829235, -123.10104815723845
Distribution;SMALL;OPEN;7.3;W;0.0;S;"{""coordinates"": [-123.10112480201731, 49.25649126040092], ""type"": ""Point""}";Riley Park;49.25649126040092, -123.10112480201731
Distribution;SMALL;OPEN;23.2;E;21.6;N;"{""coordinates"": [-123.10118883307665, 49.25489324881017], ""type"": ""Point""}";Riley Park;49.25489324881017, -123.10118883307665
Distribution;SMALL;OPEN;0.0;W;3.0;S;"{""coordinates"": [-123.11766665008561, 49.262360446009644], ""type"": ""Point""}";Fairview;49.262360446009644, -123.11766665008561
Distribution;SMALL;OPEN;6.7;W;0.0;N;"{""coordinates"": [-123.10511484540629, 49.25674536714852], ""type"": ""Point""}";Mount Pleasant;49.25674536714852, -123.10511484540629
Distribution;SMALL;OPEN;4.3;W;0.0;S;"{""coordinates"": [-123.10484164395383, 49.256558973630135], ""type"": ""Point""}";Riley Park;49.256558973630135, -123.10484164395383
Distribution;SMALL;OPEN;6.1;W;0.3;S;"{""coordinates"": [-123.10493503118587, 49.25556987365578], ""type"": ""Point""}";Riley Park;49.25556987365578, -123.10493503118587
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.10333260807292, 49.25748952995966], ""type"": ""Point""}";Mount Pleasant;49.25748952995966, -123.10333260807292
Distribution;SMALL;OPEN;6.7;E;0.0;N;"{""coordinates"": [-123.1033576969321, 49.25473568462104], ""type"": ""Point""}";Riley Park;49.25473568462104, -123.1033576969321
Distribution;SMALL;OPEN;4.0;W;0.0;N;"{""coordinates"": [-123.11305036406966, 49.25694693274317], ""type"": ""Point""}";Mount Pleasant;49.25694693274317, -123.11305036406966
Distribution;SMALL;OPEN;2.1;E;3.7;S;"{""coordinates"": [-123.11101830589698, 49.25686256711397], ""type"": ""Point""}";Mount Pleasant;49.25686256711397, -123.11101830589698
Distribution;SMALL;OPEN;5.8;W;0.3;N;"{""coordinates"": [-123.10957477201018, 49.25845384950595], ""type"": ""Point""}";Mount Pleasant;49.25845384950595, -123.10957477201018
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""coordinates"": [-123.10949245811155, 49.2585132959557], ""type"": ""Point""}";Mount Pleasant;49.2585132959557, -123.10949245811155
Distribution;SMALL;OPEN;6.1;W;0.0;S;"{""coordinates"": [-123.10961259174178, 49.257547104965205], ""type"": ""Point""}";Mount Pleasant;49.257547104965205, -123.10961259174178
Distribution;SMALL;OPEN;6.7;W;7.3;N;"{""coordinates"": [-123.10965407993933, 49.256746059581445], ""type"": ""Point""}";Mount Pleasant;49.256746059581445, -123.10965407993933
Distribution;SMALL;OPEN;0.0;E;7.0;N;"{""coordinates"": [-123.10960850027668, 49.25572425510037], ""type"": ""Point""}";Riley Park;49.25572425510037, -123.10960850027668
Distribution;SMALL;OPEN;0.0;E;6.1;S;"{""coordinates"": [-123.10964970913103, 49.254797735407664], ""type"": ""Point""}";Riley Park;49.254797735407664, -123.10964970913103
Distribution;SMALL;OPEN;0.0;E;6.4;N;"{""coordinates"": [-123.10689554322964, 49.25846312379908], ""type"": ""Point""}";Mount Pleasant;49.25846312379908, -123.10689554322964
Distribution;SMALL;OPEN;6.4;W;2.3;N;"{""coordinates"": [-123.1070471682473, 49.256815599676145], ""type"": ""Point""}";Mount Pleasant;49.256815599676145, -123.1070471682473
Distribution;SMALL;OPEN;0.3;E;7.0;N;"{""coordinates"": [-123.11296083955737, 49.257752083149384], ""type"": ""Point""}";Mount Pleasant;49.257752083149384, -123.11296083955737
Distribution;SMALL;OPEN;0.0;W;6.1;S;"{""coordinates"": [-123.11826723965804, 49.257008220982655], ""type"": ""Point""}";Fairview;49.257008220982655, -123.11826723965804
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.11594879929241, 49.25611467428485], ""type"": ""Point""}";South Cambie;49.25611467428485, -123.11594879929241
Distribution;SMALL;OPEN;4.6;W;0.9;S;"{""coordinates"": [-123.1149293049477, 49.2568055181665], ""type"": ""Point""}";Riley Park;49.2568055181665, -123.1149293049477
Distribution;SMALL;OPEN;1.5;W;0.0;N;"{""coordinates"": [-123.11500675847415, 49.25495391030209], ""type"": ""Point""}";Riley Park;49.25495391030209, -123.11500675847415
Distribution;SMALL;OPEN;4.0;W;0.0;N;"{""coordinates"": [-123.11301539535837, 49.257870757644554], ""type"": ""Point""}";Mount Pleasant;49.257870757644554, -123.11301539535837
Distribution;SMALL;OPEN;6.7;E;0.6;N;"{""coordinates"": [-123.1028672616118, 49.253827191279406], ""type"": ""Point""}";Riley Park;49.253827191279406, -123.1028672616118
Distribution;SMALL;OPEN;0.0;W;6.7;S;"{""coordinates"": [-123.10295820841627, 49.253762497594536], ""type"": ""Point""}";Riley Park;49.253762497594536, -123.10295820841627
Distribution;SMALL;OPEN;0.3;W;7.0;S;"{""coordinates"": [-123.10273172779151, 49.25276230457819], ""type"": ""Point""}";Riley Park;49.25276230457819, -123.10273172779151
Distribution;SMALL;OPEN;5.2;W;0.6;S;"{""coordinates"": [-123.10283812685874, 49.25173587289687], ""type"": ""Point""}";Riley Park;49.25173587289687, -123.10283812685874
Distribution;SMALL;OPEN;0.0;W;3.7;S;"{""coordinates"": [-123.10307152035007, 49.250988629467535], ""type"": ""Point""}";Riley Park;49.250988629467535, -123.10307152035007
Distribution;SMALL;OPEN;3.7;W;0.3;S;"{""coordinates"": [-123.1028740858587, 49.25021388469229], ""type"": ""Point""}";Riley Park;49.25021388469229, -123.1028740858587
Distribution;SMALL;OPEN;1.5;W;4.6;S;"{""coordinates"": [-123.10120334484994, 49.25027519654499], ""type"": ""Point""}";Riley Park;49.25027519654499, -123.10120334484994
Distribution;SMALL;OPEN;0.6;W;4.6;S;"{""coordinates"": [-123.10116830449421, 49.25094716162875], ""type"": ""Point""}";Riley Park;49.25094716162875, -123.10116830449421
Distribution;SMALL;OPEN;7.3;W;21.3;S;"{""coordinates"": [-123.10090710843379, 49.25089072013278], ""type"": ""Point""}";Riley Park;49.25089072013278, -123.10090710843379
Distribution;SMALL;OPEN;7.3;W;31.1;S;"{""coordinates"": [-123.10084814850225, 49.25261242156491], ""type"": ""Point""}";Riley Park;49.25261242156491, -123.10084814850225
Distribution;SMALL;OPEN;0.3;W;7.6;S;"{""coordinates"": [-123.10110671551419, 49.25272957423898], ""type"": ""Point""}";Riley Park;49.25272957423898, -123.10110671551419
Distribution;SMALL;OPEN;7.3;W;0.3;N;"{""coordinates"": [-123.10079324608883, 49.25398015698247], ""type"": ""Point""}";Riley Park;49.25398015698247, -123.10079324608883
Distribution;SMALL;OPEN;0.0;E;7.0;S;"{""coordinates"": [-123.1097739045816, 49.251987564054495], ""type"": ""Point""}";Riley Park;49.251987564054495, -123.1097739045816
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""coordinates"": [-123.10985948872897, 49.25003194759155], ""type"": ""Point""}";Riley Park;49.25003194759155, -123.10985948872897
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""coordinates"": [-123.10726376240042, 49.24998270912231], ""type"": ""Point""}";Riley Park;49.24998270912231, -123.10726376240042
Distribution;SMALL;OPEN;6.7;W;0.0;N;"{""coordinates"": [-123.10730607230452, 49.25109940021331], ""type"": ""Point""}";Riley Park;49.25109940021331, -123.10730607230452
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""coordinates"": [-123.10731392509388, 49.25091859787732], ""type"": ""Point""}";Riley Park;49.25091859787732, -123.10731392509388
Distribution;SMALL;OPEN;6.7;W;0.0;N;"{""coordinates"": [-123.10722613890955, 49.25290707372106], ""type"": ""Point""}";Riley Park;49.25290707372106, -123.10722613890955
Distribution;SMALL;OPEN;0.0;E;8.5;S;"{""coordinates"": [-123.10713741747587, 49.252828411847936], ""type"": ""Point""}";Riley Park;49.252828411847936, -123.10713741747587
Distribution;SMALL;OPEN;5.2;W;0.0;S;"{""coordinates"": [-123.10479083739777, 49.25177456978033], ""type"": ""Point""}";Riley Park;49.25177456978033, -123.10479083739777
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.10471416901795, 49.25190192171872], ""type"": ""Point""}";Riley Park;49.25190192171872, -123.10471416901795
Distribution;SMALL;OPEN;0.0;W;7.6;N;"{""coordinates"": [-123.1050322825218, 49.25094365948618], ""type"": ""Point""}";Riley Park;49.25094365948618, -123.1050322825218
Distribution;SMALL;OPEN;0.0;W;7.3;S;"{""coordinates"": [-123.10507822209097, 49.249941567467985], ""type"": ""Point""}";Riley Park;49.249941567467985, -123.10507822209097
Distribution;SMALL;OPEN;0.0;E;3.4;S;"{""coordinates"": [-123.1096893390789, 49.2539159502853], ""type"": ""Point""}";Riley Park;49.2539159502853, -123.1096893390789
Distribution;SMALL;OPEN;0.0;E;4.9;S;"{""coordinates"": [-123.1031216821455, 49.248049447962906], ""type"": ""Point""}";Riley Park;49.248049447962906, -123.1031216821455
Distribution;SMALL;OPEN;4.9;W;5.2;N;"{""coordinates"": [-123.10321438303386, 49.247374740868224], ""type"": ""Point""}";Riley Park;49.247374740868224, -123.10321438303386
Distribution;SMALL;OPEN;0.0;W;4.6;N;"{""coordinates"": [-123.10336248307637, 49.247234282852375], ""type"": ""Point""}";Riley Park;49.247234282852375, -123.10336248307637
Distribution;SMALL;OPEN;4.3;W;4.0;N;"{""coordinates"": [-123.10321132658142, 49.24722677204283], ""type"": ""Point""}";Riley Park;49.24722677204283, -123.10321132658142
Distribution;SMALL;OPEN;0.0;E;6.4;S;"{""coordinates"": [-123.10084356059838, 49.249388608719045], ""type"": ""Point""}";Riley Park;49.249388608719045, -123.10084356059838
Distribution;SMALL;OPEN;6.1;E;0.0;S;"{""coordinates"": [-123.10113960422373, 49.24868942967019], ""type"": ""Point""}";Riley Park;49.24868942967019, -123.10113960422373
Distribution;SMALL;OPEN;0.3;E;6.7;N;"{""coordinates"": [-123.10106812853657, 49.24568152280087], ""type"": ""Point""}";Riley Park;49.24568152280087, -123.10106812853657
Distribution;SMALL;OPEN;0.6;E;0.0;N;"{""coordinates"": [-123.10058748604614, 49.24579541715182], ""type"": ""Point""}";Riley Park;49.24579541715182, -123.10058748604614
Distribution;SMALL;OPEN;1.2;E;5.8;S;"{""coordinates"": [-123.11512353672947, 49.24527283333356], ""type"": ""Point""}";Riley Park;49.24527283333356, -123.11512353672947
Distribution;SMALL;OPEN;6.4;W;0.0;N;"{""coordinates"": [-123.10739421107483, 49.24899764643808], ""type"": ""Point""}";Riley Park;49.24899764643808, -123.10739421107483
Distribution;SMALL;OPEN;5.8;W;0.6;N;"{""coordinates"": [-123.10743163060326, 49.24789124336433], ""type"": ""Point""}";Riley Park;49.24789124336433, -123.10743163060326
Distribution;SMALL;OPEN;0.6;W;6.1;S;"{""coordinates"": [-123.10763968462022, 49.24784022665546], ""type"": ""Point""}";Riley Park;49.24784022665546, -123.10763968462022
Distribution;SMALL;OPEN;0.6;E;5.5;S;"{""coordinates"": [-123.10734631831136, 49.24783465271108], ""type"": ""Point""}";Riley Park;49.24783465271108, -123.10734631831136
Distribution;SMALL;OPEN;0.3;W;3.0;N;"{""coordinates"": [-123.11023065515604, 49.24550719078896], ""type"": ""Point""}";Riley Park;49.24550719078896, -123.11023065515604
Distribution;SMALL;OPEN;5.5;W;0.6;N;"{""coordinates"": [-123.10702338453287, 49.245922637914326], ""type"": ""Point""}";Riley Park;49.245922637914326, -123.10702338453287
Distribution;SMALL;OPEN;0.0;W;6.4;S;"{""coordinates"": [-123.1051677265782, 49.24778584236374], ""type"": ""Point""}";Riley Park;49.24778584236374, -123.1051677265782
Distribution;SMALL;OPEN;0.0;E;7.6;N;"{""coordinates"": [-123.10497500942175, 49.246018058742386], ""type"": ""Point""}";Riley Park;49.246018058742386, -123.10497500942175
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.11860679752657, 49.24804370953105], ""type"": ""Point""}";South Cambie;49.24804370953105, -123.11860679752657
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.1121763058762, 49.24797568772681], ""type"": ""Point""}";Riley Park;49.24797568772681, -123.1121763058762
Distribution;SMALL;OPEN;0.6;W;5.5;S;"{""coordinates"": [-123.11594780307793, 49.246154846303604], ""type"": ""Point""}";South Cambie;49.246154846303604, -123.11594780307793
Distribution;SMALL;OPEN;0.0;W;3.7;S;"{""coordinates"": [-123.11590260644142, 49.247091277418164], ""type"": ""Point""}";South Cambie;49.247091277418164, -123.11590260644142
Distribution;SMALL;OPEN;7.9;E;0.0;N;"{""coordinates"": [-123.11579275791927, 49.24712197135782], ""type"": ""Point""}";South Cambie;49.24712197135782, -123.11579275791927
Distribution;SMALL;OPEN;7.9;W;0.0;N;"{""coordinates"": [-123.11517580519917, 49.24711137100906], ""type"": ""Point""}";Riley Park;49.24711137100906, -123.11517580519917
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.11502876690223, 49.247978190067144], ""type"": ""Point""}";Riley Park;49.247978190067144, -123.11502876690223
Distribution;SMALL;OPEN;5.8;E;0.0;N;"{""coordinates"": [-123.11122208869689, 49.24495571420513], ""type"": ""Point""}";Riley Park;49.24495571420513, -123.11122208869689
Distribution;SMALL;OPEN;0.3;E;8.2;S;"{""coordinates"": [-123.10263224335675, 49.24056051324124], ""type"": ""Point""}";Riley Park;49.24056051324124, -123.10263224335675
Distribution;SMALL;OPEN;7.3;W;0.3;N;"{""coordinates"": [-123.10266749729136, 49.24210547747059], ""type"": ""Point""}";Riley Park;49.24210547747059, -123.10266749729136
Distribution;SMALL;OPEN;0.3;W;7.9;N;"{""coordinates"": [-123.10340298145084, 49.242006341632965], ""type"": ""Point""}";Riley Park;49.242006341632965, -123.10340298145084
Distribution;SMALL;OPEN;7.3;W;0.6;N;"{""coordinates"": [-123.10261112054077, 49.24340171443395], ""type"": ""Point""}";Riley Park;49.24340171443395, -123.10261112054077
Distribution;SMALL;OPEN;6.4;E;0.0;N;"{""coordinates"": [-123.10144668967773, 49.24337753814696], ""type"": ""Point""}";Riley Park;49.24337753814696, -123.10144668967773
Distribution;SMALL;OPEN;0.0;E;6.7;S;"{""coordinates"": [-123.10117589299283, 49.24330986157633], ""type"": ""Point""}";Riley Park;49.24330986157633, -123.10117589299283
Distribution;SMALL;OPEN;0.0;W;7.3;S;"{""coordinates"": [-123.10159706260579, 49.242017802690846], ""type"": ""Point""}";Riley Park;49.242017802690846, -123.10159706260579
Distribution;SMALL;OPEN;6.4;E;0.3;N;"{""coordinates"": [-123.10157418645274, 49.24059703353653], ""type"": ""Point""}";Riley Park;49.24059703353653, -123.10157418645274
Transmission;LARGE;OPEN;;;;;"{""coordinates"": [-123.11575235976754, 49.24103729174343], ""type"": ""Point""}";Riley Park;49.24103729174343, -123.11575235976754
Transmission;LARGE;OPEN;0.0;;0.0;;"{""coordinates"": [-123.11560109020543, 49.24102701772417], ""type"": ""Point""}";Riley Park;49.24102701772417, -123.11560109020543
Transmission;LARGE;OPEN;0.0;;0.0;;"{""coordinates"": [-123.11192695901015, 49.24127602597821], ""type"": ""Point""}";Riley Park;49.24127602597821, -123.11192695901015
Distribution;SMALL;OPEN;0.3;W;16.5;N;"{""coordinates"": [-123.1053113600289, 49.24461050215531], ""type"": ""Point""}";Riley Park;49.24461050215531, -123.1053113600289
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.10511560105051, 49.24462957042991], ""type"": ""Point""}";Riley Park;49.24462957042991, -123.10511560105051
Transmission;LARGE;OPEN;;;;;"{""coordinates"": [-123.11379148647679, 49.24024908873034], ""type"": ""Point""}";Riley Park;49.24024908873034, -123.11379148647679
Distribution;SMALL;OPEN;0.0;W;4.3;N;"{""coordinates"": [-123.10563550684209, 49.2372713755429], ""type"": ""Point""}";Riley Park;49.2372713755429, -123.10563550684209
Distribution;SMALL;OPEN;5.8;W;0.0;S;"{""coordinates"": [-123.10785892986512, 49.23727665217672], ""type"": ""Point""}";Riley Park;49.23727665217672, -123.10785892986512
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""coordinates"": [-123.10782226374113, 49.23653770880473], ""type"": ""Point""}";Riley Park;49.23653770880473, -123.10782226374113
Distribution;SMALL;OPEN;5.8;W;2.7;N;"{""coordinates"": [-123.10271994332162, 49.24043893656292], ""type"": ""Point""}";Riley Park;49.24043893656292, -123.10271994332162
Distribution;SMALL;OPEN;0.0;W;2.4;N;"{""coordinates"": [-123.1035206786719, 49.23920557667154], ""type"": ""Point""}";Riley Park;49.23920557667154, -123.1035206786719
Distribution;SMALL;OPEN;6.7;E;0.0;N;"{""coordinates"": [-123.10169824517901, 49.238243112006046], ""type"": ""Point""}";Riley Park;49.238243112006046, -123.10169824517901
Distribution;SMALL;OPEN;0.0;E;7.0;S;"{""coordinates"": [-123.10140975062866, 49.23817340958689], ""type"": ""Point""}";Riley Park;49.23817340958689, -123.10140975062866
Distribution;SMALL;OPEN;6.4;E;2.1;N;"{""coordinates"": [-123.10174007098847, 49.23733772164037], ""type"": ""Point""}";Riley Park;49.23733772164037, -123.10174007098847
Distribution;SMALL;OPEN;1.2;E;6.4;S;"{""coordinates"": [-123.10180194824413, 49.2372796657775], ""type"": ""Point""}";Riley Park;49.2372796657775, -123.10180194824413
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.11651993566075, 49.239221235069934], ""type"": ""Point""}";Riley Park;49.239221235069934, -123.11651993566075
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.11576497546746, 49.2363426245518], ""type"": ""Point""}";Riley Park;49.2363426245518, -123.11576497546746
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.11787442569909, 49.23727274099781], ""type"": ""Point""}";South Cambie;49.23727274099781, -123.11787442569909
Distribution;SMALL;OPEN;5.8;W;0.3;N;"{""coordinates"": [-123.1118385288242, 49.23697637573862], ""type"": ""Point""}";Riley Park;49.23697637573862, -123.1118385288242
Distribution;SMALL;OPEN;5.8;E;0.0;N;"{""coordinates"": [-123.11454111244326, 49.23722724983243], ""type"": ""Point""}";Riley Park;49.23722724983243, -123.11454111244326
Distribution;SMALL;OPEN;4.6;E;158.2;N;"{""coordinates"": [-123.1145953589699, 49.23866330512951], ""type"": ""Point""}";Riley Park;49.23866330512951, -123.1145953589699
Distribution;SMALL;OPEN;0.3;E;0.9;N;"{""coordinates"": [-123.10632281519628, 49.233055174853476], ""type"": ""Point""}";Oakridge;49.233055174853476, -123.10632281519628
Distribution;SMALL;OPEN;0.0;W;6.7;S;"{""coordinates"": [-123.10583005489546, 49.23226900132353], ""type"": ""Point""}";Oakridge;49.23226900132353, -123.10583005489546
Distribution;SMALL;OPEN;0.3;E;7.9;N;"{""coordinates"": [-123.10383004759677, 49.23256316200962], ""type"": ""Point""}";Sunset;49.23256316200962, -123.10383004759677
Distribution;SMALL;OPEN;0.0;E;7.0;N;"{""coordinates"": [-123.10142183853914, 49.235401954150205], ""type"": ""Point""}";Riley Park;49.235401954150205, -123.10142183853914
Distribution;SMALL;OPEN;1.8;E;0.0;S;"{""coordinates"": [-123.10172133004123, 49.23443289333454], ""type"": ""Point""}";Riley Park;49.23443289333454, -123.10172133004123
Distribution;SMALL;OPEN;5.5;E;6.1;S;"{""coordinates"": [-123.10164583832642, 49.23347091756087], ""type"": ""Point""}";Riley Park;49.23347091756087, -123.10164583832642
Distribution;SMALL;OPEN;5.2;E;0.3;N;"{""coordinates"": [-123.10163226309092, 49.23322132022537], ""type"": ""Point""}";Riley Park;49.23322132022537, -123.10163226309092
Distribution;SMALL;OPEN;0.0;W;6.4;S;"{""coordinates"": [-123.1016755827639, 49.232570034723], ""type"": ""Point""}";Sunset;49.232570034723, -123.1016755827639
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.11077023415046, 49.235653322365565], ""type"": ""Point""}";Riley Park;49.235653322365565, -123.11077023415046
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""coordinates"": [-123.11063064989362, 49.23467970224656], ""type"": ""Point""}";Riley Park;49.23467970224656, -123.11063064989362
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.1094672500091, 49.23560919234932], ""type"": ""Point""}";Riley Park;49.23560919234932, -123.1094672500091
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.10926284018838, 49.23573127149742], ""type"": ""Point""}";Riley Park;49.23573127149742, -123.10926284018838
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.10795294358118, 49.235686168447714], ""type"": ""Point""}";Riley Park;49.235686168447714, -123.10795294358118
Distribution;SMALL;OPEN;5.8;W;0.0;S;"{""coordinates"": [-123.10795940520086, 49.23550580764922], ""type"": ""Point""}";Riley Park;49.23550580764922, -123.10795940520086
Distribution;SMALL;OPEN;0.0;W;7.3;S;"{""coordinates"": [-123.10818911088909, 49.234712634424426], ""type"": ""Point""}";Riley Park;49.234712634424426, -123.10818911088909
Distribution;SMALL;OPEN;0.0;E;6.7;S;"{""coordinates"": [-123.10795152130206, 49.23380431824668], ""type"": ""Point""}";Riley Park;49.23380431824668, -123.10795152130206
Distribution;SMALL;OPEN;6.7;W;3.0;S;"{""coordinates"": [-123.10806571429579, 49.23335217302972], ""type"": ""Point""}";Riley Park;49.23335217302972, -123.10806571429579
